congress,bill_id,bill_slug,bill_type,number,bill_uri,url_number,title,sponsor_title,sponsor_id,sponsor_name,sponsor_state,sponsor_party,sponsor_uri,introduced_date,number_of_cosponsors,committees,latest_major_action_date,latest_major_action,house_passage_vote,senate_passage_vote,cosponsors_by_party,cosponsor_id,name,cosponsor_title,cosponsor_state,cosponsor_party,cosponsor_uri,date
116,hr1296-116,hr1296,hr,H.R.1296,https://api.propublica.org/congress/v1/116/bills/hr1296.json,hr1296,"To regulate assault weapons, to ensure that the right to keep and bear arms is not unlimited, and for other purposes.",Rep.,C001084,David Cicilline,RI,D,https://api.propublica.org/congress/v1/members/C001084.json,2019-02-15,211,House Judiciary Committee,2019-02-15,Referred to the House Committee on the Judiciary.,NA,NA,
